Certificate Number,Certificate
UK MIA 18515 Insp GMP/GDP 18515/83864-0004,2  IMPORTATION OF MEDICINAL PRODUCTS 2.2  Batch certification of imported medicinal products 2.2.1  Sterile products 2.2.1.1  Aseptically prepared 2.2.1.2  Terminally sterilised 2.2.2  Non-sterile products 2.2.3  Biological medicinal products 2.2.3.5  Biotechnology products 2.2.3.6  Human or animal extracted products
sukls143893/2012,
sukls67368/2013,1 NON-COMPLIANT MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.4  Other: Other(en) Special Requirements               : 9  Other: Other - API(en)
DE_SL_01_GMP_2012_0030,
HMP/PT/3/2013,
12MPP063,1 NON-COMPLIANT MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.4  Other: Other(en) Special Requirements               : 9  Other: Active Substance(en) 1.6  Quality control testing 1.6.3  Chemical/Physical
UK API 25136 Insp GMP 25136/301568-0004 [H],
UK API 25136 Insp GMP 25136/301568-0004 [V],
UK MIA(IMP) 21387 Insp GMP/IMP 21387/1286081-0005,"1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.1  Aseptically prepared (processing operations for the following dosage forms) 1.1.1.4  Small volume liquids 1.1.1.6  Other: Radiomedicinal products; Radiopharmaceuticals(en) 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.1  Capsules, hard shell 1.2.1.6  Liquids for internal use 1.2.1.8  Other solid dosage forms: other.solid.dosage.forms(en) 1.2.1.11  Semi-solids 1.2.1.13  Tablets 1.2.1.17  Other: Radiomedicinal; Radiopharmaceuticals(en) 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.1  Blood products 1.3.1.2  Immunological products 1.3.1.6  Human or animal extracted products 1.3.1.7  Other: New Chemical Entities (NCE)(en) 1.4  Other products or manufacturing activity 1.4.2  Sterilisation of active substance/ excipients/ finished product 1.4.2.1  Filtration 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.5  Liquids for external use 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.3  Chemical/Physical"
UK GMP 25315 Insp GMP 23158/39047-0009 [H],"1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.1  Aseptically prepared (processing operations for the following dosage forms) 1.1.1.5  Solids and implants 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.1  Capsules, hard shell 1.2.1.13  Tablets 1.2.1.17  Other: Dry syrups for oral administration after reconstitution(en) 1.4  Other products or manufacturing activity 1.4.2  Sterilisation of active substance/ excipients/ finished product 1.4.2.1  Filtration 1.4.2.2  Dry heat 1.4.2.3  Moist heat 1.5  Packaging 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.1  Microbiological: sterility 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical"
UK GMP 25315 Insp GMP 23158/39047-0009 [V],"1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.1  Aseptically prepared (processing operations for the following dosage forms) 1.1.1.5  Solids and implants 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.1  Capsules, hard shell 1.2.1.13  Tablets 1.2.1.17  Other: Dry syrups for oral administration after reconstitution(en) 1.4  Other products or manufacturing activity 1.4.2  Sterilisation of active substance/ excipients/ finished product 1.4.2.1  Filtration 1.4.2.2  Dry heat 1.4.2.3  Moist heat 1.5  Packaging 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.1  Microbiological: sterility 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical"
DE_NW_04_GMP_2013_0018,1  MANUFACTURING OPERATIONS 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical 1.6.4  Biological
UK MIA(IMP) 21346 Insp IMP 21346/1032392-0003,1  MANUFACTURING OPERATIONS 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.4  Gene therapy products 2  IMPORTATION OF MEDICINAL PRODUCTS 2.2  Batch certification of imported medicinal products 2.2.2  Non-sterile products
UK GMP 20003 Insp GMP 20003/1275284-0003,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.1  Aseptically prepared (processing operations for the following dosage forms) 1.1.1.2  Lyophilisates 1.1.1.4  Small volume liquids 1.1.1.6  Other: Sterile Dry Powder Injectables(en) 1.1.2  Terminally Sterilised (processing operations for the following dosage forms) 1.1.2.3  Small volume liquids 1.4  Other products or manufacturing activity 1.4.2  Sterilisation of active substance/ excipients/ finished product 1.4.2.1  Filtration 1.4.2.3  Moist heat 1.6  Quality control testing 1.6.1  Microbiological: sterility 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical
UK MIA 8829 Insp GMP/GDP 8829/27935-0007,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.2  Batch certification
DE_RP_01_GMP_2013_0001,
2723/12.01.01/2012,1 NON-COMPLIANT MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.4  Other: Other(en) 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical
UK GMP 35478 Insp GMP 35478/1006002-0002,"1  MANUFACTURING OPERATIONS 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.1  Capsules, hard shell 1.5.1.2  Capsules, soft shell 1.5.1.13  Tablets 1.5.2  Secondary packaging"
2722/12.01.01/2012&INS 2012-014 P01,
UK GMP 5143 Insp GMP 5143/16075-0004,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.2  Terminally Sterilised (processing operations for the following dosage forms) 1.1.2.3  Small volume liquids 1.4  Other products or manufacturing activity 1.4.2  Sterilisation of active substance/ excipients/ finished product 1.4.2.3  Moist heat 1.5  Packaging 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical
UK GMP 15972 Insp GMP 15972/7374-0008,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.13  Tablets 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical
UK MIA 16876 Insp GMP/GDP 16876/875953-0004,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.2  Terminally Sterilised (processing operations for the following dosage forms) 1.1.2.3  Small volume liquids 1.4  Other products or manufacturing activity 1.4.2  Sterilisation of active substance/ excipients/ finished product 1.4.2.3  Moist heat 1.5  Packaging 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical 2  IMPORTATION OF MEDICINAL PRODUCTS 2.1  Quality control testing of imported medicinal products 2.1.3  Chemical/Physical
HMP/PT/132/2012,
HMP/PT/130/2012,
UK GMP 6105 Insp GMP/IMP 6105/16949-0020,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.1  Aseptically prepared (processing operations for the following dosage forms) 1.1.1.2  Lyophilisates 1.1.1.4  Small volume liquids 1.1.2  Terminally Sterilised (processing operations for the following dosage forms) 1.1.2.3  Small volume liquids 1.4  Other products or manufacturing activity 1.4.2  Sterilisation of active substance/ excipients/ finished product 1.4.2.1  Filtration 1.4.2.3  Moist heat 1.5  Packaging 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.1  Microbiological: sterility 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical
UK GMP 19062 Insp GMP 19062/1255856-0002,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.6  Liquids for internal use 1.2.1.13  Tablets 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical
UK GMP 8792 Insp GMP 8792/468212-0002,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.9  Pressurised preparations 1.5  Packaging 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical
UK GMP 10405 Insp GMP 10405/1363-0006,1  MANUFACTURING OPERATIONS 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.17  Other non-sterile medicinal products: Blister packing only(en) 1.5.2  Secondary packaging
UMC/PT/2/2013,"1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.1  Capsules, hard shell 1.2.1.6  Liquids for internal use 1.2.1.8  Other solid dosage forms: other.solid.dosage.forms(en) 1.2.1.13  Tablets 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical"
UK GMP 10405 Insp GMP 10405/54942-0001,1  MANUFACTURING OPERATIONS 1.5  Packaging 1.5.2  Secondary packaging
UK MIA(IMP) 15138 Insp IMP 15138/6186-0006,"1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.1  Aseptically prepared (processing operations for the following dosage forms) 1.1.1.1  Large volume liquids 1.1.1.4  Small volume liquids 1.1.2  Terminally Sterilised (processing operations for the following dosage forms) 1.1.2.3  Small volume liquids 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.1  Capsules, hard shell 1.2.1.5  Liquids for external use 1.2.1.6  Liquids for internal use 1.2.1.8  Other solid dosage forms: other.solid.dosage.forms(en) 1.2.1.11  Semi-solids 1.2.1.12  Suppositories 1.2.1.17  Other: Licensable Medical Devices(en) 1.4  Other products or manufacturing activity 1.4.2  Sterilisation of active substance/ excipients/ finished product 1.4.2.1  Filtration 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.2  Capsules, soft shell 1.5.1.13  Tablets 1.5.2  Secondary packaging 2  IMPORTATION OF MEDICINAL PRODUCTS 2.2  Batch certification of imported medicinal products 2.2.1  Sterile products 2.2.1.1  Aseptically prepared 2.2.1.2  Terminally sterilised 2.2.2  Non-sterile products 2.2.3  Biological medicinal products 2.2.3.5  Biotechnology products"
UMC/PT/3/2013,1  MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.3  Other: quality control limited to storage of reference samples and products during stability study processes(en)
UK MIA 12034 Insp GMP 12034/2671-0010,1  MANUFACTURING OPERATIONS 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.13  Tablets 1.5.2  Secondary packaging 2  IMPORTATION OF MEDICINAL PRODUCTS 2.2  Batch certification of imported medicinal products 2.2.4  Other products 2.2.4.3  Herbal products
UK MIA 15929 Insp GMP/GDP 15929/603315-0003,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.7  Medicinal gases 1.6  Quality control testing 1.6.3  Chemical/Physical 2  IMPORTATION OF MEDICINAL PRODUCTS 2.2  Batch certification of imported medicinal products 2.2.4  Other products 2.2.4.2  Medicinal gases
UK ManA 14238 Insp GMP/GDP/IMP 14238/4858-0021,1  MANUFACTURING OPERATIONS 1.5  Packaging 1.5.2  Secondary packaging 2  IMPORTATION OF MEDICINAL PRODUCTS 2.2  Batch certification of imported medicinal products 2.2.1  Sterile products 2.2.1.1  Aseptically prepared 2.2.1.2  Terminally sterilised 2.2.2  Non-sterile products
UK API 39574 Insp GMP 39574/2837917-0003 [H],
UK API 39574 Insp GMP 39574/2837917-0003 [V],
UK GMP 19538 Insp GMP 19538/12330-0004,"1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.1  Capsules, hard shell 1.5  Packaging 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical"
VMDGMP/M023/2012,1  MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.4  Other: Other(en) 1.6  Quality control testing 1.6.3  Chemical/Physical
UK MIA(IMP) 18829 Insp IMP 18829/11378-0005,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.3  Batch certification 1.2  Non-sterile products 1.2.2  Batch certification 1.3  Biological medicinal products (list of product types) 1.3.2  Batch Certification (list of product types) 1.3.2.7  Other: Microbial derived biological.(en) 2  IMPORTATION OF MEDICINAL PRODUCTS 2.2  Batch certification of imported medicinal products 2.2.1  Sterile products 2.2.1.1  Aseptically prepared 2.2.1.2  Terminally sterilised 2.2.2  Non-sterile products 2.2.3  Biological medicinal products 2.2.3.7  Other: Microbial derived biological.(en)
UK GMP 14694 Insp GMP 14694/12328-0004,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.9  Pressurised preparations 1.5  Packaging 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical
UK GMP 21672 Insp GMP 21672/22781-0003,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.2  Terminally Sterilised (processing operations for the following dosage forms) 1.1.2.1  Large volume liquids 1.1.2.3  Small volume liquids 1.4  Other products or manufacturing activity 1.4.2  Sterilisation of active substance/ excipients/ finished product 1.4.2.1  Filtration 1.4.2.3  Moist heat 1.5  Packaging 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.1  Microbiological: sterility 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical
UK GMP 21672 Insp GMP 21672/6865186-0001,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.2  Terminally Sterilised (processing operations for the following dosage forms) 1.1.2.1  Large volume liquids 1.1.2.3  Small volume liquids 1.4  Other products or manufacturing activity 1.4.2  Sterilisation of active substance/ excipients/ finished product 1.4.2.1  Filtration 1.4.2.3  Moist heat 1.5  Packaging 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.1  Microbiological: sterility 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical
VMDGMP/M022/2012,1  MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.4  Other: Other(en) 1.5  Packaging 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical
INS-482349-0001-011,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.13  Tablets 1.6  Quality control testing 1.6.3  Chemical/Physical
BE/2012/065,1  MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.4  Other: Other(en) Special Requirements               : 9  Other: Non Sterile Active Pharmaceutical Ingredients(en)
DK H 00026612,"1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.1  Capsules, hard shell 1.2.1.13  Tablets 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.4  Other: High dose vitamins and minerals(en)"
ES/006/ME,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.13  Tablets
UK MIA 20912 Insp GMP 20912/6085677-0001,1  MANUFACTURING OPERATIONS 1.5  Packaging 1.5.2  Secondary packaging 2  IMPORTATION OF MEDICINAL PRODUCTS 2.2  Batch certification of imported medicinal products 2.2.1  Sterile products 2.2.1.1  Aseptically prepared 2.2.1.2  Terminally sterilised 2.2.2  Non-sterile products
2012-232,
ES/007/ME,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.1  Aseptically prepared (processing operations for the following dosage forms) 1.1.1.4  Small volume liquids
IT/E/GMP/3/2013,
2012-165,
UK GMP 32381 Insp GMP 32381/411191-0002,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.1  Aseptically prepared (processing operations for the following dosage forms) 1.1.1.2  Lyophilisates 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.5  Biotechnology products 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.3  Biological active starting materials 1.4.2  Sterilisation of active substance/ excipients/ finished product 1.4.2.1  Filtration 1.6  Quality control testing 1.6.1  Microbiological: sterility 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical 1.6.4  Biological
DE_SN_01_GMP_2012_0027,1  MANUFACTURING OPERATIONS 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.17  Other non-sterile medicinal products: Herbal products(en) 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.3  Chemical/Physical
2012-211,1  MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.4  Other: Other(en) Special Requirements               : 9  Other: Oxytetracycline dihydrate API(en)
HMP/FR/30/2015,
UK MIA(IMP) 16901 Insp IMP 16901/8697-0016,"1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.1  Aseptically prepared (processing operations for the following dosage forms) 1.1.1.1  Large volume liquids 1.1.1.4  Small volume liquids 1.1.1.6  Other: Any products listed in section 1.1 may contain antibiotics, cytotoxics, biotechnology and human or animal derived products.(en) 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.1  Capsules, hard shell 1.2.1.5  Liquids for external use 1.2.1.6  Liquids for internal use 1.2.1.8  Other solid dosage forms: other.solid.dosage.forms(en) 1.2.1.9  Pressurised preparations 1.2.1.11  Semi-solids 1.2.1.12  Suppositories 1.2.1.13  Tablets 1.2.1.17  Other: Inhaled products with & without the presence of a radiolabel.Radiolabelling of soft shell capsules. Any of the products listed in section 1.2 may contain Antibiotics, Cytototoxics, Biotechnology and Human or Animal derived products.(en) 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.5  Biotechnology products 1.3.1.7  Other: Radiolabelling and/or aseptic assembly of pre-formulated biologicals. Any of the products listed in section 1.3 may contain Antibiotics, Cytototoxics, Biotechnology and Human or Animal derived products.(en) 1.4  Other products or manufacturing activity 1.4.2  Sterilisation of active substance/ excipients/ finished product 1.4.2.1  Filtration 1.5  Packaging 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical 2  IMPORTATION OF MEDICINAL PRODUCTS 2.1  Quality control testing of imported medicinal products 2.1.2  Microbiological: non-sterility 2.1.3  Chemical/Physical 2.2  Batch certification of imported medicinal products 2.2.1  Sterile products 2.2.1.1  Aseptically prepared 2.2.2  Non-sterile products 2.2.3  Biological medicinal products 2.2.3.7  Other: Radiolabelling and/or aseptic assembly of pre-formulated biologicals. Any of the products listed in section 1.3 may contain Antibiotics, Cytototoxics, Biotechnology and Human or Animal derived products.(en)"
ES/005/ME,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.13  Tablets
2012-095,1  MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.4  Other: Other(en) Special Requirements               : 9  Other: LEVAMISOLE HCl API(en)
DE_ST_01_GMP_2013_0008,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.2  Terminally Sterilised (processing operations for the following dosage forms) 1.1.2.1  Large volume liquids 1.6  Quality control testing 1.6.1  Microbiological: sterility 1.6.3  Chemical/Physical 1.6.4  Biological
UMC/PT/10/2012,"1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.1  Capsules, hard shell 1.2.1.2  Capsules, soft shell 1.2.1.13  Tablets 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical"
HMP/PT/129/2012,
UMC/PT/9/2012,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.1  Aseptically prepared (processing operations for the following dosage forms) 1.1.1.2  Lyophilisates 1.1.1.4  Small volume liquids 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.5  Biotechnology products 1.4  Other products or manufacturing activity 1.4.2  Sterilisation of active substance/ excipients/ finished product 1.4.2.1  Filtration 1.6  Quality control testing 1.6.1  Microbiological: sterility 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical 1.6.4  Biological
ES/016/USA,1  MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.4  Other: Other(en)
ES/095/12,
HMP/PT/107/2012,
UK MIA(IMP) 426 Insp GMP/GDP/IMP 426/114024-0006,1  MANUFACTURING OPERATIONS 1.5  Packaging 1.5.2  Secondary packaging 2  IMPORTATION OF MEDICINAL PRODUCTS 2.2  Batch certification of imported medicinal products 2.2.1  Sterile products 2.2.1.1  Aseptically prepared 2.2.1.2  Terminally sterilised 2.2.2  Non-sterile products 2.2.3  Biological medicinal products 2.2.3.5  Biotechnology products 2.2.3.6  Human or animal extracted products
Insp GMP 19653/12476-0003 NCR,1 NON-COMPLIANT MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.4  Other: Manufacture of Cyclizine Base Active Pharmaceutical Ingredient(en)
UK GMP 18388 Insp GMP 18388/10806-0004,"1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.1  Capsules, hard shell 1.2.1.13  Tablets 1.5  Packaging 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical"
UK GMP 20656 Insp GMP 20656/406508-0007 [H],"1  MANUFACTURING OPERATIONS 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.1  Capsules, hard shell 1.5.1.2  Capsules, soft shell 1.5.1.8  Other solid dosage forms: other.solid.dosage.forms(en) 1.5.1.11  Semi-solids 1.5.1.12  Suppositories 1.5.1.13  Tablets 1.5.2  Secondary packaging"
UK GMP 20656 Insp GMP 20656/406508-0007 [V],"1  MANUFACTURING OPERATIONS 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.1  Capsules, hard shell 1.5.1.2  Capsules, soft shell 1.5.1.8  Other solid dosage forms: other.solid.dosage.forms(en) 1.5.1.11  Semi-solids 1.5.1.12  Suppositories 1.5.1.13  Tablets 1.5.2  Secondary packaging"
DE_ST_01_GMP_2013_0007,"1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.1  Capsules, hard shell 1.2.1.13  Tablets 1.6  Quality control testing 1.6.3  Chemical/Physical"
UK MIA 22846 Insp GMP/IMP 22846/87413-0003,"1  MANUFACTURING OPERATIONS 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.7  Other: Manufacture of biological actives (purified viral inactivated, rabbit polyclonal antisera) as starting material for further manufacturing use in oral medicinal products including homeopathic medicinal products.(en) 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.4  Other: Manufacture of biological actives (purified viral inactivated, rabbit polyclonal antisera) as starting material for further manufacturing use in oral medicinal products including homeopathic medicinal products.(en) 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical 1.6.4  Biological"
UK MIA(IMP) 22846 Insp GMP/IMP 22846/87413-0003,"1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.1  Aseptically prepared (processing operations for the following dosage forms) 1.1.1.1  Large volume liquids 1.1.1.4  Small volume liquids 1.1.1.6  Other: Biological Active Pharmaceutical Ingredients(en) 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.17  Other: Biological Active Pharmaceutical Ingredients(en) 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.2  Immunological products 1.3.1.3  Cell therapy products 1.3.1.5  Biotechnology products 1.3.1.6  Human or animal extracted products 1.3.1.7  Other: Therapeutic proteins - antibodies, enzymes, Stem Cells. Autoiogous Cells(en) 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.3  Biological active starting materials 1.4.2  Sterilisation of active substance/ excipients/ finished product 1.4.2.1  Filtration 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.6  Liquids for internal use 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical 1.6.4  Biological 2  IMPORTATION OF MEDICINAL PRODUCTS 2.1  Quality control testing of imported medicinal products 2.1.2  Microbiological: non-sterility 2.1.3  Chemical/Physical 2.1.4  Biological 2.2  Batch certification of imported medicinal products 2.2.1  Sterile products 2.2.1.1  Aseptically prepared 2.2.1.2  Terminally sterilised 2.2.2  Non-sterile products 2.2.3  Biological medicinal products 2.2.3.2  Immunological products 2.2.3.3  Cell therapy products 2.2.3.5  Biotechnology products 2.2.3.6  Human or animal extracted products 2.2.3.7  Other: Therapeutic proteins - antibodies, enzymes, Stem Cells. Autoiogous Cells(en) 2.2.4  Other products 2.2.4.5  Biological active starting materials"
UK API 39820 Insp GMP 39820/6095584-0001,1  MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.4  Other: Zefex 134a propellant(en)
UK MIA(IMP) 25595 Insp GMP/IMP 25595/120642-0005,1  MANUFACTURING OPERATIONS 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.7  Other: Sterile maggots(en) 1.4  Other products or manufacturing activity 1.4.2  Sterilisation of active substance/ excipients/ finished product 1.4.2.4  Chemical 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.17  Other non-sterile medicinal products: Sterile Maggots(en) 1.5.2  Secondary packaging
UK API 29595 Insp GMP 29595/10933-0007 [H],
UK API 29595 Insp GMP 29595/10933-0007 [V],
UK GMP 40420 Insp GMP 40420/4607956-0005,"1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.1  Capsules, hard shell 1.2.1.13  Tablets 1.5  Packaging 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical"
UK API 20815 Insp GMP 20815/117008-0001,
UK GMP 12970 Insp GMP 12970/3522-0006,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.5  Liquids for external use 1.5  Packaging 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical
DE_NW_04_GMP_2012_0026,"1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.1  Capsules, hard shell 1.2.1.13  Tablets 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical"
UK GMP 22500 Insp GMP/IMP 22500/1125023-0002 [H],1  MANUFACTURING OPERATIONS 1.6  Quality control testing 1.6.2  Microbiological: non-sterility
UK GMP 22500 Insp GMP/IMP 22500/1125023-0002 [V],1  MANUFACTURING OPERATIONS 1.6  Quality control testing 1.6.2  Microbiological: non-sterility
FI01/010/01/2012,1 NON-COMPLIANT MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.4  Other: Active Substances(en)
DE_RP_01_GMP_2014_0022,1  MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.3  Other: Active Pharmaceutical Ingredients (see list)(en) 1.6  Quality control testing 1.6.3  Chemical/Physical
